"","cause_name","sex","ageGroup","yld_nm_mean","yld_nm_upper","yld_nm_lower","yld_rt_mean","yld_rt_upper","yld_rt_lower","yll_nm_mean","yll_nm_upper","yll_nm_lower","yll_rt_mean","yll_rt_upper","yll_rt_lower"
"1966","Other non-communicable diseases","Female","00-14",84584.05,125131.1,53712.45,514.764,763.121,325.377,149259.35,224573.4,113208.51,1423.22365,2142.4647,1081.4011
"1967","Other non-communicable diseases","Female","15-24",79058.35,126399.5,48185.75,769.664,1230.625,469.039,6898.515,11438.05,4052.79,67.10325,111.261,39.4275
"1968","Other non-communicable diseases","Female","25-44",70870.975,107108.05,46417.275,699.8705,1057.6925,458.396,6204.7925,10927.37,3344.465,61.22145,107.849025,32.982275
"1969","Other non-communicable diseases","Female","45-64",125730,187104.5,83045.65,1247.9895,1855.9725,824.76875,9185.2375,15009.05,5090.0325,90.201125,146.49825,50.035625
"1970","Other non-communicable diseases","Female","65+",315894.5,450277.5,216547.4,2560.23,3666.455,1746.8,19633.06,29403.65,13522.06,152.8045,230.5435,102.52285
"1971","Other non-communicable diseases","Male","00-14",82146.25,123863.2,50982.05,477.7435,719.541,296.2915,170127.3,256317.25,129775.13,1548.6673,2336.10215,1185.45415
"1972","Other non-communicable diseases","Male","15-24",75214.35,128447,45498.95,696.4685,1189.622,421.236,10005.94,16131.5,5940.61,92.5551,149.185,54.9492
"1973","Other non-communicable diseases","Male","25-44",70258.6,108511.2,44917.825,675.6795,1043.53,432.05425,7557.3175,12854.05,4047.715,72.408375,123.25375,38.743325
"1974","Other non-communicable diseases","Male","45-64",124480,190771.5,82075.75,1301.21425,1992.2775,859.098,9964.78,16395.6,5332.0925,102.4812,167.62075,55.0336
"1975","Other non-communicable diseases","Male","65+",235830,350220,158271.65,2613.15,3886.03,1749.725,14421.65,20003.1,10217.87,154.65,219.032,106.14355
"1976","Other nutritional deficiencies","Female","00-14",1.3917015,2.45927,0.6182415,0.011285655,0.019747555,0.00525651,10.824655,19.1201,4.81233,0.087873,0.15371515,0.04095625
"1977","Other nutritional deficiencies","Female","15-24",0.92127,1.9447,0.330673,0.00895824,0.01891185,0.003214155,7.22463,15.24955,2.59367,0.07024975,0.148297,0.02521025
"1978","Other nutritional deficiencies","Female","25-44",3.4665625,6.86999,1.50607075,0.034082375,0.067506375,0.0148029975,27.5878,54.6769,11.9860125,0.27122575,0.53724975,0.11780465
"1979","Other nutritional deficiencies","Female","45-64",14.205825,27.336525,5.502045,0.142198875,0.273676,0.0548721,115.410975,222.097,44.686525,1.156235,2.225375,0.44604475
"1980","Other nutritional deficiencies","Female","65+",82.5233,122.2596,44.30128,0.5770645,0.871362,0.3011725,705.052,1045.3265,378.9649,4.910585,7.416,2.567609
"1981","Other nutritional deficiencies","Male","00-14",1.5135325,2.7589,0.729797,0.012101175,0.02211213,0.00595299,11.79572,21.51965,5.68758,0.09441385,0.1726812,0.04644005
"1982","Other nutritional deficiencies","Male","15-24",1.0662885,2.143525,0.4362645,0.00985778,0.01981895,0.00403175,8.307745,16.7004,3.399315,0.0768039,0.15441,0.0314145
"1983","Other nutritional deficiencies","Male","25-44",3.0574925,5.8913975,1.3735175,0.02939755,0.056653825,0.013217945,24.159225,46.5488,10.8550175,0.23229825,0.4476465,0.10446575
"1984","Other nutritional deficiencies","Male","45-64",14.1286575,25.80795,6.7200375,0.150013175,0.27351125,0.0717045,114.30855,208.76775,54.3906,1.2151205,2.2151475,0.581029
"1985","Other nutritional deficiencies","Male","65+",54.929,82.1319,32.3177,0.5505645,0.8408205,0.316302,468.6225,701.2775,276.06035,4.6789,7.146785,2.6927
"1986","Other sense organ diseases","Female","00-14",257.6775,603.833,83.05195,1.72292,4.034355,0.5510345,NA,NA,NA,NA,NA,NA
"1987","Other sense organ diseases","Female","15-24",124.412,303.32,40.10885,1.210565,2.95137,0.3902345,NA,NA,NA,NA,NA,NA
"1988","Other sense organ diseases","Female","25-44",126.56775,298.7355,40.430775,1.2492975,2.9493225,0.39926175,NA,NA,NA,NA,NA,NA
"1989","Other sense organ diseases","Female","45-64",243.2775,581.0265,80.201,2.42074,5.7736525,0.79925525,NA,NA,NA,NA,NA,NA
"1990","Other sense organ diseases","Female","65+",642.317,1482.6775,214.34115,5.15751,11.997405,1.720905,NA,NA,NA,NA,NA,NA
"1991","Other sense organ diseases","Male","00-14",307.056,756.0775,99.456,1.957965,4.80918,0.629712,NA,NA,NA,NA,NA,NA
"1992","Other sense organ diseases","Male","15-24",133.558,323.943,42.198,1.23546,2.99587,0.390347,NA,NA,NA,NA,NA,NA
"1993","Other sense organ diseases","Male","25-44",143.2325,338.627,47.935275,1.376635,3.254375,0.46082775,NA,NA,NA,NA,NA,NA
"1994","Other sense organ diseases","Male","45-64",251.4425,597.488,83.35645,2.631955,6.2617375,0.87421475,NA,NA,NA,NA,NA,NA
"1995","Other sense organ diseases","Male","65+",487.668,1155.637,165.0522,5.35739,12.7332,1.81151,NA,NA,NA,NA,NA,NA
"1996","Other sexually transmitted diseases","Female","00-14",111.542,374.525,0,0.567012,1.90386,0,20.4026,42.0588,6.16383,0.103714,0.213802,0.0313332
"1997","Other sexually transmitted diseases","Female","15-24",537.043,1349.745,115.1854,5.21673,13.1181,1.117544,103.2001,216.512,38.8793,1.0030205,2.104365,0.377789
"1998","Other sexually transmitted diseases","Female","25-44",843.71325,1992.2,273.25825,8.34803,19.730425,2.702575,234.455,486.23275,91.22895,2.31827,4.80336,0.90146425
"1999","Other sexually transmitted diseases","Female","45-64",201.776525,612.299,0,1.850426,5.6701875,0,221.851,454.66375,94.681575,2.08417,4.2720575,0.8855215
"2000","Other sexually transmitted diseases","Female","65+",60.4795,210.1345,0,0.5252995,1.95516,0,259.364,448.0845,139.09145,2.055905,3.7136,1.05275
"2001","Other skin and subcutaneous diseases","Female","00-14",3433.889,6450.135,1590.004,19.541995,36.83715,9.047575,0.8323865,0.3898795,0.1099862,0.00682558,0.00263344,0.0007512815
"2002","Other skin and subcutaneous diseases","Female","15-24",6432.95,12302.1,2826.13,62.626,119.756,27.51115,1.655295,2.232405,0.4001295,0.01611835,0.02176065,0.00390049
"2003","Other skin and subcutaneous diseases","Female","25-44",5299.9825,9851.1625,2460.545,52.3238,97.262475,24.296375,2.7280025,2.0626885,0.38801075,0.026919725,0.020279525,0.00381372
"2004","Other skin and subcutaneous diseases","Female","45-64",9537.645,17737.825,4561.6525,94.479825,175.65625,45.18115,7.543295,4.7496925,0.9975115,0.07553975,0.047688675,0.0099746675
"2005","Other skin and subcutaneous diseases","Female","65+",19888.51,36898.1,9532.41,162.471,301.0485,77.5855,27.82153,6.457595,2.1047475,0.2089455,0.05102085,0.015183505
"2006","Other skin and subcutaneous diseases","Male","00-14",3440.941,6613.11,1558.005,18.76627,36.1113,8.501025,0.874882,0.3973355,0.1042878,0.00730409,0.0033510415,0.0008726695
"2007","Other skin and subcutaneous diseases","Male","15-24",5998.545,12330.1,2519.455,55.5508,114.17975,23.32695,1.0423435,1.26494,0.295507,0.0096357,0.01169425,0.002732195
"2008","Other skin and subcutaneous diseases","Male","25-44",4814.5825,9432.44,2217.1975,46.268925,90.62635,21.312775,3.1676175,2.6848715,0.58943625,0.030525575,0.025808525,0.00566181
"2009","Other skin and subcutaneous diseases","Male","45-64",10326.2675,19903.575,4883.055,108.898075,209.79925,51.5673,10.00222,5.8539475,1.26989,0.1051728,0.059499125,0.0128883
"2010","Other skin and subcutaneous diseases","Male","65+",21069.6,39552.75,9888.605,230.7095,436.2315,108.4469,21.73475,5.40231,1.81798,0.2353895,0.06887845,0.02105865
"2011","Other transport injury","Female","00-14",529.7337,947.384,245.196862,2.8527455,5.257655,1.24801514,2405.5595,4544.105,884.698,14.445575,27.6204,5.383965
"2012","Other transport injury","Female","15-24",1553.165,2487.13,867.4675,15.09395,24.17335,8.42843,3069.505,6459.58,997.933,29.8844,62.9086,9.710025
"2013","Other transport injury","Female","25-44",2368.7475,3699.19,1419.1025,23.4301,36.601625,14.0378,1733.3475,3645.03,753.25625,17.112125,35.9773,7.4349925
"2014","Other transport injury","Female","45-64",2001.1975,3140.765,1162.61925,19.1371,30.06625,11.08047,1234.45075,2572.8925,499.15425,11.73889,24.45795,4.72469
"2015","Other transport injury","Female","65+",1512.422,2356.345,885.661,13.4077,21.1479,7.66953,600.4235,1112.125,249.2365,6.04099,11.75703,2.19619
"2016","Other transport injury","Male","00-14",688.5035,1193.1115,345.516795,3.531475,6.328055,1.69881965,4341.115,7545.265,1758.38,24.7491,43.66825,10.004245
"2017","Other transport injury","Male","15-24",2120.89,3295.67,1213.6245,19.58155,30.43305,11.203225,12332.9,25384.75,4632.66,114.0255,234.6225,42.81825
"2018","Other transport injury","Male","25-44",4218.685,6426.495,2626.8525,40.5815,61.82025,25.273875,9399.36,21299.125,4182.915,90.061075,204.08125,40.062875
"2019","Other transport injury","Male","45-64",4183.865,6306.9275,2567.9375,42.012375,63.3684,25.7664,6897.36,14516.73,3011.7525,68.6519,143.711,29.656975
"2020","Other transport injury","Male","65+",2731.31,4071.415,1706.875,32.10405,47.90685,19.89555,2910.21,5166.57,1065.694,37.13485,67.93605,12.7272
"2021","Other urinary diseases","Female","00-14",205.1935,367.9915,99.09565,1.614885,2.88415,0.7884115,957.183,1934.326,563.565,8.3029,16.848355,4.915895
"2022","Other urinary diseases","Female","15-24",197.6115,341.8635,98.9819,1.921035,3.32363,0.9621875,510.34,1078.683,215.124,4.95949,10.47944,2.091365
"2023","Other urinary diseases","Female","25-44",362.102,605.875,203.4755,3.57507,5.981595,2.0075825,1516.19925,3204.8225,625.87825,14.931255,31.5817,6.16502
"2024","Other urinary diseases","Female","45-64",619.05025,1011.96275,347.26775,6.0473475,9.89472,3.39421,5361.435,10485.405,2541.885,53.587125,105.078575,25.48755
"2025","Other urinary diseases","Female","65+",659.6305,1070.9765,374.163,6.010855,9.78042,3.408755,19042.845,34602.2,11352.02,146.0615,269.5275,84.4164
"2026","Other urinary diseases","Male","00-14",94.3617,286.745,16.32875,0.717985,2.18053,0.12226175,1315.3875,2706.907,623.8905,11.58369,23.97667,5.4654255
"2027","Other urinary diseases","Male","15-24",130.83125,245.6115,61.05905,1.206436,2.26606,0.562741,520.795,1325.9745,190.2535,4.80412,12.22942,1.75474
"2028","Other urinary diseases","Male","25-44",528.916,862.21025,281.40075,5.105795,8.3231,2.71844,1515.83525,3745.1375,534.64175,14.615775,36.0845,5.16179
"2029","Other urinary diseases","Male","45-64",1023.38875,1639.195,570.1775,10.49939,16.802775,5.85818,5472.2175,13425.505,2247.155,58.1203,142.560375,24.09405
"2030","Other urinary diseases","Male","65+",883.8305,1416.325,486.882,10.594795,16.9623,5.86059,14991.225,32398.7,7652.03,158.56,347.031,79.29505
"2031","Other vision loss","Female","00-14",1916.373,3690.235,961.036,10.73915,20.68929,5.310665,0,0,0,0,0,0
"2032","Other vision loss","Female","15-24",2934.685,6431.955,1233.49,28.52885,62.52085,11.99205,0,0,0,0,0,0
"2033","Other vision loss","Female","25-44",6176.2525,13836.4,2356.9025,60.999975,136.6388,23.288425,0,0,0,0,0,0
"2034","Other vision loss","Female","45-64",18960.075,42686.95,6902.275,190.15525,428.2385,69.242925,0,0,0,0,0,0
"2035","Other vision loss","Female","65+",39443.45,90252.15,14654.665,334.225,759.5795,123.8225,0,0,0,0,0,0
"2036","Other vision loss","Male","00-14",2165.442,4213.71,1061.495,11.492545,22.400825,5.550785,0,0,0,0,0,0
"2037","Other vision loss","Male","15-24",3566.795,7480.355,1546.575,32.95895,69.11385,14.2968,0,0,0,0,0,0
"2038","Other vision loss","Male","25-44",7271.7775,15430.65,2726.605,70.044025,148.598,26.255825,0,0,0,0,0,0
"2039","Other vision loss","Male","45-64",20140.575,45245.9,7185.0725,212.80475,478.94325,75.80765,0,0,0,0,0,0
"2040","Other vision loss","Male","65+",32373.3,71704.3,11586.54,368.983,821.5395,131.7735,0,0,0,0,0,0
"2041","Otitis media","Female","00-14",13972.45,22071.6,8684.15,99.1528,157.496,61.1123,120.8884,1422.2285,1.528971e-22,1.13562585,13.3916435,1.439886e-24
"2042","Otitis media","Female","15-24",3012.485,4827.685,1776.585,29.31315,46.9772,17.28655,7.518275,82.88475,9.75429e-24,0.0732165,0.8070845,9.50304e-26
"2043","Otitis media","Female","25-44",2977.015,4847.29,1744.2425,29.416675,47.891475,17.234375,6.7797725,73.07945,8.0741775e-24,0.06697415,0.7222565,7.9819175e-26
"2044","Otitis media","Female","45-64",3388.405,5731.335,1871.85,32.9853,55.8372,18.174,13.212475,139.40325,1.63501e-23,0.127656,1.3416225,1.58136e-25
"2045","Otitis media","Female","65+",5979.64,10664.595,3096.585,48.33925,86.0655,24.84915,13.870345,144.92775,1.657766e-23,0.120948,1.26676,1.472765e-25
"2046","Otitis media","Male","00-14",13217.6,20888.5,8142.92,89.77075,142.6915,54.8055,127.52755,1469.241,1.629451e-22,1.1444611,13.202142,1.4656065e-24
"2047","Otitis media","Male","15-24",3078.54,5125.86,1752.005,28.48285,47.4262,16.2105,8.041355,89.30105,1.035135e-23,0.07448915,0.8271685,9.594395e-26
"2048","Otitis media","Male","25-44",3331.9875,5540.9625,1758.4225,32.015675,53.25205,16.88445,6.8876275,73.420075,8.345185e-24,0.06622535,0.70594975,8.0154525e-26
"2049","Otitis media","Male","45-64",3516.3925,6058.695,1752.8575,35.824625,61.7897,17.800325,12.652475,133.72275,1.559855e-23,0.127906,1.3450325,1.57954e-25
"2050","Otitis media","Male","65+",4818.89,8519.905,2442.7,52.94745,94.38425,26.1665,10.957535,114.45985,1.3155045e-23,0.1259415,1.319415,1.536835e-25
"2051","Ovarian cancer","Female","15-24",38.78205,280.6565,0,0.3768505,2.729225,0,1259.445,2635.875,512.8295,12.2406,25.6246,4.981185
"2052","Ovarian cancer","Female","25-44",150.0189,581.9715,6.041875,1.472015,5.72955,0.05810575,6210.2825,10866.175,3460.163,60.90505,106.562275,33.9245975
"2053","Ovarian cancer","Female","45-64",741.862,1746.625,143.769275,7.4085775,17.31755,1.4760265,41930.25,69856.025,26446.45,419.89325,696.77675,265.5775
"2054","Ovarian cancer","Female","65+",1576.6135,2806.63,693.842,13.13535,24.37115,5.262005,61756.15,91447.4,41719.85,570.7965,861.6355,379.043
"2055","Pancreatic cancer","Female","15-24",0.7876945,0,0,0.007655455,0,0,225.5675,856.409,27.29768,2.18978,8.3161,0.2646739
"2056","Pancreatic cancer","Female","25-44",14.4684575,162.903545,0,0.141635875,1.6106574,0,3262.52525,8394.4925,1010.3219,31.9605475,82.663275,9.84646175
"2057","Pancreatic cancer","Female","45-64",173.484125,657.00525,0,1.79266775,6.63622,0,34033.7,58614.125,17945.385,346.76025,593.16375,183.47205
"2058","Pancreatic cancer","Female","65+",904.0495,1894.1025,295.6005,6.87058,15.3108,1.791905,84469.25,135765.35,49365.35,735.036,1198.77,426.1875
"2059","Pancreatic cancer","Male","15-24",0.346119,0,0,0.003206525,0,0,232.4255,950.014,24.30145,2.1459,8.77402,0.224538
"2060","Pancreatic cancer","Male","25-44",15.5488875,142.41185,0,0.150060325,1.38290575,0,4131.39575,7550.325,2084.2925,39.9294,72.932125,20.1461915
"2061","Pancreatic cancer","Male","45-64",216.30625,724.098,0,2.34616225,7.633675,0,46065.05,68378.8,28191.075,494.61075,731.02475,303.851
"2062","Pancreatic cancer","Male","65+",728.3815,1421.0865,246.9601,7.841705,16.18055,2.1934895,80014.35,112499.25,51544.65,935.0925,1309.675,601.0845
"2063","Pancreatitis","Female","00-14",159.9639,637.853,0,0.890063,3.722615,0,184.271,337.5945,85.2095,1.1929,2.221275,0.547926
"2064","Pancreatitis","Female","15-24",326.036,1153.9305,0,3.168575,11.21601,0,347.6465,697.645,138.89325,3.374895,6.7733,1.348309
"2065","Pancreatitis","Female","25-44",871.62325,2529.7,57.143,8.60803,24.9846,0.5632325,1315.839,2467.8825,620.326,12.9535625,24.308775,6.101915
"2066","Pancreatitis","Female","45-64",1382.19,3713.945,156.4135,13.348325,35.865325,1.5135325,2957.625,5131.0825,1518.865,29.030075,50.099675,15.0175
"2067","Pancreatitis","Female","65+",1814.968,4557.975,425.597,15.2565,38.69215,3.24333,6015.46,8529.315,3769.725,48.0499,69.67935,29.71495
"2068","Pancreatitis","Male","00-14",237.9213,842.669,0,1.270459,4.70637,0,140.672,255.9535,70.18935,0.926067,1.65252,0.464673
"2069","Pancreatitis","Male","15-24",249.6005,949.4035,0,2.30505,8.771435,0,451.5695,874.187,200.1835,4.164135,8.061325,1.84674
"2070","Pancreatitis","Male","25-44",1148.8165,3464.825,92.711,11.0939175,33.4408,0.8985025,2892.9325,5456.975,1328.886,27.89405,52.611275,12.81562
"2071","Pancreatitis","Male","45-64",1841.73,5332.4325,261.113,18.6326,54.0196,2.650085,5641.8975,9077.8425,3048.5125,57.58215,92.659225,31.160225
"2072","Pancreatitis","Male","65+",1444.835,4016.48,283.0705,16.99215,47.956,3.122745,6142.515,8921.07,3614.525,70.59735,104.682,40.8287
"2073","Paralytic ileus and intestinal obstruction without hernia","Female","00-14",4.777025,116.744,0,0.0353585,0.850806,0,604.5325,1501.97,190.8395,4.651845,11.860385,1.4248235
"2074","Paralytic ileus and intestinal obstruction without hernia","Female","15-24",1.507625,0,0,0.0146629,0,0,285.2325,772.838,79.37885,2.77356,7.51664,0.7716175
"2075","Paralytic ileus and intestinal obstruction without hernia","Female","25-44",6.435415,105.61375,0,0.06361325,1.0486975,0,524.59875,1309.13825,169.09835,5.15931,12.878065,1.6614175
"2076","Paralytic ileus and intestinal obstruction without hernia","Female","45-64",21.234775,228.3445,0,0.21175875,2.270075,0,2053.145,4587.6675,741.841,20.71755,45.933575,7.565785
"2077","Paralytic ileus and intestinal obstruction without hernia","Female","65+",55.5945,421.4965,0,0.4378935,3.521905,0,13417.01,22079.56,6507.755,95.26655,162.34515,44.7637
"2078","Paralytic ileus and intestinal obstruction without hernia","Male","00-14",5.508255,136.272,0,0.0382795,0.948658,0,673.894,1652.22,226.8635,4.95801,12.471045,1.599835
"2079","Paralytic ileus and intestinal obstruction without hernia","Male","15-24",2.495975,0,0,0.0230877,0,0,440.3325,1039.3435,134.493,4.070255,9.60595,1.243485
"2080","Paralytic ileus and intestinal obstruction without hernia","Male","25-44",5.4553525,131.39775,0,0.0525344,1.2650175,0,625.67275,1484.04375,197.26525,6.0220075,14.29196,1.897155
"2081","Paralytic ileus and intestinal obstruction without hernia","Male","45-64",14.109225,168.29925,0,0.149110875,1.7254925,0,2051.8,4507.9575,707.02275,21.726325,47.63,7.523525
"2082","Paralytic ileus and intestinal obstruction without hernia","Male","65+",34.22615,253.212,0,0.371939,2.88963,0,9036.915,15519.465,4282.92,90.62735,159.64725,41.80835
"2083","Parkinson's disease","Female","15-24",0,0,0,0,0,0,51.1541,114.263,10.2233,0.495115,1.10594,0.09895
"2084","Parkinson's disease","Female","25-44",122.3752,311.8219,16.07825,1.19231375,3.050515,0.154627,122.28655,256.307,35.18905,1.20122575,2.5152075,0.34519675
"2085","Parkinson's disease","Female","45-64",1382.41575,2480.6425,653.88675,14.0219675,25.077475,6.6948925,1824.08475,3796,701.661,19.272055,39.91046,7.44358
"2086","Parkinson's disease","Female","65+",9029.265,14943.685,5399.31,65.77155,109.6086,38.86565,35800.97,54943.9,17261.455,245.74835,382.893,116.56255
"2087","Parkinson's disease","Male","15-24",0,0,0,0,0,0,147.032,280.427,42.2579,1.34985,2.5745,0.387956
"2088","Parkinson's disease","Male","25-44",163.19345,384.02125,33.4395,1.577079,3.71902,0.3200225,246.72675,522.448,67.149425,2.3743125,5.0292,0.6465235
"2089","Parkinson's disease","Male","45-64",1720.52325,3078.065,874.474,18.4845175,32.9261,9.49093,3172.17425,6033.9525,1194.9405,35.91567,67.71225,13.6455425
"2090","Parkinson's disease","Male","65+",8212,13069.52,4916.02,83.8796,134.13295,49.7987,57048.6,87551.35,26169.91,548.163,850.1325,252.0102
"2091","Pedal cycle vehicle","Female","00-14",138.836745,222.607015,81.4621495,0.71334995,1.1490886,0.41570598,1157.0155,2303.212,588.0095,6.51806,12.895345,3.27159
"2092","Pedal cycle vehicle","Female","15-24",58.06515,87.9858,36.13315,0.5639035,0.854487,0.3509005,690.561,1515.37,266.0375,6.715655,14.73785,2.58776
"2093","Pedal cycle vehicle","Female","25-44",126.04545,187.75375,79.969875,1.248496,1.859375,0.792279,431.71775,857.636,156.42025,4.2717875,8.483795,1.5494325
"2094","Pedal cycle vehicle","Female","45-64",149.41325,225.1635,94.1193,1.442375,2.1735475,0.9091945,371.127,712.369,120.96385,3.578505,6.89111,1.14153225
"2095","Pedal cycle vehicle","Female","65+",72.55145,109.63015,46.10635,0.8138245,1.23552,0.5137465,183.076,351.036,54.1146,2.0835945,4.200115,0.538929
"2096","Pedal cycle vehicle","Male","00-14",647.55335,1039.2102,395.201105,3.173613,5.105303,1.92890935,4092.4655,8082.36,2123.73,21.572165,42.42,11.15569
"2097","Pedal cycle vehicle","Male","15-24",211.108,327.022,132.289,1.954105,3.027445,1.224525,3609.745,7092.025,1761.455,33.4276,65.68285,16.31485
"2098","Pedal cycle vehicle","Male","25-44",511.64325,770.18775,330.075,4.9376425,7.432625,3.18627,2241.5775,4309.6725,857.53825,21.485225,41.296875,8.1973775
"2099","Pedal cycle vehicle","Male","45-64",886.39625,1333.0675,569.03475,8.977575,13.5208,5.75953,2374.695,4368.0025,680.85675,23.63285,43.5641,6.7402
"2100","Pedal cycle vehicle","Male","65+",585.9395,878.5345,382.093,7.425575,11.12507,4.82589,1161.9,1948.12,459.4985,14.70135,25.46365,5.343485
"2101","Pedestrian injury by road vehicle","Female","00-14",513.713,861.4375,282.73675,2.8507,4.92422,1.4901815,8066.765,14701.6,4175.825,61.49285,111.49285,31.2227
"2102","Pedestrian injury by road vehicle","Female","15-24",489.165,741.337,304.2525,4.752545,7.20262,2.95592,5939.63,10337.63,2721.695,57.789,100.59285,26.49105
"2103","Pedestrian injury by road vehicle","Female","25-44",1303.529,1943.48,826.48325,12.8711125,19.186575,8.16236,4426.995,7470.315,2150.5225,43.673975,73.68315,21.22115
"2104","Pedestrian injury by road vehicle","Female","45-64",1728.85,2605.385,1088.929,16.73495,25.218375,10.547975,4288.775,7106.7625,1878.6875,41.48045,68.876975,18.12035
"2105","Pedestrian injury by road vehicle","Female","65+",1863.605,2807.905,1200.257,16.4072,24.82205,10.4764,4474.675,7164.455,2605.92,40.42475,65.26275,21.9015
"2106","Pedestrian injury by road vehicle","Male","00-14",1215.8805,1981.399,714.8819,6.433315,10.69308,3.647708,14426.45,26993.65,8042.135,102.82545,196.9175,55.2261
"2107","Pedestrian injury by road vehicle","Male","15-24",949.87,1463.345,595.2215,8.772005,13.5156,5.49684,15953.85,25912.85,9066.61,147.3935,239.3575,83.7418
"2108","Pedestrian injury by road vehicle","Male","25-44",2728.2725,4109.055,1759.7,26.31675,39.634925,16.978675,12199.725,20223.7,6464.9975,116.81975,193.7465,61.776025
"2109","Pedestrian injury by road vehicle","Male","45-64",3954.035,5946.1725,2537.925,40.033775,60.29085,25.679325,10563.2675,16894.725,5284.895,105.03925,168.21775,52.302125
"2110","Pedestrian injury by road vehicle","Male","65+",3418.63,5108.76,2241.22,39.9847,59.76615,26.10585,6790.89,10864.115,4098.02,79.21275,127.2275,45.61955
"2111","Peptic ulcer disease","Female","00-14",47.70895,235.4754,0,0.2683585,1.3915825,0,66.0954,119.9095,34.36915,0.460886,0.862488,0.230045
"2112","Peptic ulcer disease","Female","15-24",285.625,688.879,26.6877,2.776725,6.69791,0.2583075,73.82775,143.024,33.19835,0.7176,1.390415,0.3225335
"2113","Peptic ulcer disease","Female","25-44",725.8545,1504.805,253.287,7.1613525,14.85735,2.4967975,385.45525,703.16925,194.345825,3.78415,6.91445,1.9040335
"2114","Peptic ulcer disease","Female","45-64",625.64875,1810.3425,141.636,5.91091,17.51185,1.2458475,1996.165,3527.06,1040.58,20.089975,35.3855,10.4945375
"2115","Peptic ulcer disease","Female","65+",1198.8435,4600.005,107.5375,9.050275,34.9341,0.651885,8018.49,12961.465,5418.885,60.1695,98.17195,39.46735
"2116","Peptic ulcer disease","Male","00-14",70.0702,327.1135,0,0.3751955,1.815525,0,67.64005,114.739,36.9078,0.464621,0.801442,0.2464305
"2117","Peptic ulcer disease","Male","15-24",486.986,1060.332,117.3675,4.501135,9.80154,1.0845175,174.948,378.1115,66.1505,1.614485,3.488045,0.610648
"2118","Peptic ulcer disease","Male","25-44",989.247,1985.91,404.8525,9.532565,19.122275,3.9063025,689.608,1323.05125,323.122,6.6551225,12.7699375,3.11687
"2119","Peptic ulcer disease","Male","45-64",863.05675,2517.705,233.711725,8.502065,25.58505,2.1469785,3438.4,5769.16,1901.3175,35.747275,59.736425,19.875175
"2120","Peptic ulcer disease","Male","65+",1160.7275,4268.185,136.3667,12.300545,44.92685,1.3587335,7138.13,10378.24,4927.76,76.10005,112.5165,51.02965
"2121","Periodontal disease","Female","15-24",86.989771,191.844185,30.50965,0.841998675,1.8571379,0.2953,0,0,0,0,0,0
"2122","Periodontal disease","Female","25-44",6305.47,13727.155,2357.567,62.228425,135.514575,23.2652,0,0,0,0,0,0
"2123","Periodontal disease","Female","45-64",12007.94,26130.2,4484.7525,116.34025,253.19675,43.453625,0,0,0,0,0,0
"2124","Periodontal disease","Female","65+",11538.005,25004.95,4269.44,102.65975,222.528,37.9601,0,0,0,0,0,0
"2125","Periodontal disease","Male","15-24",95.444922,213.12975,32.74045,0.876301055,1.95713715,0.3005795,0,0,0,0,0,0
"2126","Periodontal disease","Male","25-44",6982.0925,15210.225,2564.6435,67.672,147.42995,24.85886,0,0,0,0,0,0
"2127","Periodontal disease","Male","45-64",12733.875,27270.525,4664.62,129.08675,276.2435,47.22505,0,0,0,0,0,0
"2128","Periodontal disease","Male","65+",9563.15,20065.4,3507.54,113.014,237.895,41.2739,0,0,0,0,0,0
"2129","Peripheral vascular disease","Female","00-14",0.0425034,0,0,0.000216062,0,0,0,0,0,0,0,0
"2130","Peripheral vascular disease","Female","15-24",0.20055795,3.548945,0,0.001945483,0.0343499,0,0,0,0,0,0,0
"2131","Peripheral vascular disease","Female","25-44",17.962995,52.9704,1.732675,0.17613315,0.52084425,0.0166634,216.28625,553.2425,76.479,2.08006,5.3206,0.7355125
"2132","Peripheral vascular disease","Female","45-64",434.1755,859.177,186.249425,4.5016325,8.887075,1.93853325,3307.4175,8127.4475,1073.07325,34.11615,83.5485,11.0138
"2133","Peripheral vascular disease","Female","65+",2945.902,5669.4,1382.5435,21.75085,42.00865,10.14211,24545.045,50092,12323.005,177.91795,376.0565,84.48015
"2134","Peripheral vascular disease","Male","00-14",0.0574213,0,0,0.000278957,0,0,0,0,0,0,0,0
"2135","Peripheral vascular disease","Male","15-24",0.2724985,4.012935,0,0.002509575,0.0368414,0,0,0,0,0,0,0
"2136","Peripheral vascular disease","Male","25-44",20.900845,58.6816,2.2515175,0.202392125,0.5679115,0.0215475,150.0075,337.455,41.82625,1.4356025,3.229525,0.400285
"2137","Peripheral vascular disease","Male","45-64",417.1905,818.46425,177.279025,4.5786125,8.96797,1.95847125,3370.1075,8398.1225,1027.9625,37.014925,92.3185,11.308265
"2138","Peripheral vascular disease","Male","65+",2186.6345,3981.62,1022.2445,22.257,40.69115,10.36591,15508.385,31958.5,5534.48,161.911,341.96,56.0678
"2139","Pervasive development disorders","Female","00-14",8613.485,12509.685,5507.65,53.72925,78.68715,33.8949,NA,NA,NA,NA,NA,NA
"2140","Pervasive development disorders","Female","15-24",6577.825,9565.97,4142.94,63.9926,93.05965,40.30485,NA,NA,NA,NA,NA,NA
"2141","Pervasive development disorders","Female","25-44",6108.5925,9189.685,3806.7025,60.364375,90.8075,37.6189,NA,NA,NA,NA,NA,NA
